팜맵고유번호, 영상촬영년도, PNU지번코드, 법정읍면동코드, 법정읍면동명, 변경구분코드, 변경구분명, 지번, 판독코드, 판독명, 판독영상구분코드, 판독영상구분명, 판독입력일자, 갱신이력코드, 갱신이력명, 도엽번호
05589865, 2017, 2914011700100110010, 29140117, 덕흥동, 01, 유지, 11-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589876, 2017, 2914011700100110011, 29140117, 덕흥동, 01, 유지, 11-11답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589873, 2017, 2914011700100110012, 29140117, 덕흥동, 01, 유지, 11-12답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589867, 2017, 2914011700100110013, 29140117, 덕흥동, 01, 유지, 11-13답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589868, 2017, 2914011700100110014, 29140117, 덕흥동, 01, 유지, 11-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588055, 2017, 2914011700100120002, 29140117, 덕흥동, 01, 유지, 12-2답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589864, 2017, 2914011700100120002, 29140117, 덕흥동, 01, 유지, 12-2답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589860, 2017, 2914011700100120003, 29140117, 덕흥동, 01, 유지, 12-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588054, 2017, 2914011700100120004, 29140117, 덕흥동, 01, 유지, 12-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589861, 2017, 2914011700100120005, 29140117, 덕흥동, 01, 유지, 12-5답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589858, 2017, 2914011700100120007, 29140117, 덕흥동, 01, 유지, 12-7답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589857, 2017, 2914011700100120008, 29140117, 덕흥동, 01, 유지, 12-8답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589856, 2017, 2914011700100120009, 29140117, 덕흥동, 01, 유지, 12-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589855, 2017, 2914011700100120010, 29140117, 덕흥동, 01, 유지, 12-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589853, 2017, 2914011700100120011, 29140117, 덕흥동, 01, 유지, 12-11답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589854, 2017, 2914011700100120012, 29140117, 덕흥동, 01, 유지, 12-12답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589862, 2017, 2914011700100120014, 29140117, 덕흥동, 01, 유지, 12-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589833, 2017, 2914011700100130006, 29140117, 덕흥동, 01, 유지, 13-6답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589829, 2017, 2914011700100130009, 29140117, 덕흥동, 01, 유지, 13-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589826, 2017, 2914011700100130011, 29140117, 덕흥동, 01, 유지, 13-11답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589830, 2017, 2914011700100130012, 29140117, 덕흥동, 01, 유지, 13-12답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589832, 2017, 2914011700100130013, 29140117, 덕흥동, 01, 유지, 13-13답, 01, 논, 01, 항공영상, 20181130, , , 35616034
